1.187791931442916393e-03,-1.685570552945137024e-02,1.023915290832519531e+00,-7.373931258916854858e-02,7.910837978124618530e-02,6.952034831047058105e-01,7.106310725212097168e-01,8.346172049641609192e-03,-3.071709536015987396e-02,-1.805802993476390839e-02,-3.280954062938690186e-01,-3.488893061876296997e-02,5.536305904388427734e-01,2.869029045104980469e-01,2.107999473810195923e-01,8.148753046989440918e-01,1.630042076110839844e+00,-1.423319727182388306e-01,-4.136428833007812500e-01,5.126291513442993164e-02,5.607489943504333496e-01,3.541859984397888184e-01,-1.238094270229339600e-01,8.286544680595397949e-01,1.657589793205261230e+00
6.897629937157034874e-04,-1.780341193079948425e-02,1.056987524032592773e+00,-6.879288703203201294e-02,7.344018667936325073e-02,6.954500675201416016e-01,7.114937305450439453e-01,1.066554803401231766e-02,-2.840745262801647186e-02,-1.408151816576719284e-02,-2.991681098937988281e-01,-2.736121788620948792e-02,6.274488568305969238e-01,2.183108180761337280e-01,2.040773630142211914e-01,9.708925485610961914e-01,1.941950440406799316e+00,-1.401481777429580688e-01,-3.802196681499481201e-01,4.176418855786323547e-02,6.332816481590270996e-01,2.588928639888763428e-01,-1.199797689914703369e-01,9.846242666244506836e-01,1.969412922859191895e+00
7.600613753311336040e-04,-1.792432181537151337e-02,1.060389399528503418e+00,-7.783523947000503540e-02,8.373486995697021484e-02,6.930088996887207031e-01,7.118067145347595215e-01,1.086555980145931244e-02,-2.924959361553192139e-02,-1.506842672824859619e-02,-3.329233527183532715e-01,-2.548403106629848480e-02,6.372984647750854492e-01,2.124670594930648804e-01,2.036281526088714600e-01,9.943358898162841797e-01,1.988826990127563477e+00,-1.354065537452697754e-01,-4.153844118118286133e-01,4.216361045837402344e-02,6.442528367042541504e-01,2.513076364994049072e-01,-1.203391849994659424e-01,1.011364579200744629e+00,2.022881507873535156e+00
7.801703177392482758e-04,-1.781950704753398895e-02,1.063105821609497070e+00,-8.195907622575759888e-02,8.867095410823822021e-02,6.914865374565124512e-01,7.122265100479125977e-01,1.170234195888042450e-02,-2.967878244817256927e-02,-1.124499272555112839e-02,-3.493344783782958984e-01,-2.575155347585678101e-02,6.446315646171569824e-01,2.140210568904876709e-01,2.026102840900421143e-01,1.012349843978881836e+00,2.024847745895385742e+00,-1.339050829410552979e-01,-4.325821399688720703e-01,4.254630953073501587e-02,6.522921919822692871e-01,2.530525326728820801e-01,-1.202169358730316162e-01,1.031700015068054199e+00,2.063544511795043945e+00
8.235345594584941864e-04,-1.743897050619125366e-02,1.065288305282592773e+00,-8.422333002090454102e-02,9.149511903524398804e-02,6.903280019760131836e-01,7.127287983894348145e-01,1.261760760098695755e-02,-3.011283092200756073e-02,-5.749882664531469345e-03,-3.584221899509429932e-01,-2.712656930088996887e-02,6.501855254173278809e-01,2.163341939449310303e-01,2.009244263172149658e-01,1.026343345642089844e+00,2.052829742431640625e+00,-1.334498375654220581e-01,-4.425523579120635986e-01,4.300424084067344666e-02,6.583025455474853516e-01,2.560032606124877930e-01,-1.195978671312332153e-01,1.047361016273498535e+00,2.094861268997192383e+00
7.562161190435290337e-04,-1.695375330746173859e-02,1.067034125328063965e+00,-8.563447743654251099e-02,9.333770722150802612e-02,6.893405318260192871e-01,7.132772803306579590e-01,1.385516673326492310e-02,-3.069623373448848724e-02,1.749981456669047475e-04,-3.640431463718414307e-01,-2.884146384894847870e-02,6.544623970985412598e-01,2.179601490497589111e-01,1.987287849187850952e-01,1.037340641021728516e+00,2.074820756912231445e+00,-1.332630664110183716e-01,-4.490120410919189453e-01,4.345760866999626160e-02,6.629039645195007324e-01,2.580863237380981445e-01,-1.186380013823509216e-01,1.059640049934387207e+00,2.119415760040283203e+00
6.227787816897034645e-04,-1.827373355627059937e-02,1.067253947257995605e+00,-8.675832301378250122e-02,9.523747861385345459e-02,6.882658600807189941e-01,7.139278054237365723e-01,1.541318930685520172e-02,-3.151545301079750061e-02,4.878650885075330734e-03,-3.725699186325073242e-01,-3.009944409132003784e-02,6.568404436111450195e-01,2.231132686138153076e-01,1.970493942499160767e-01,1.043549776077270508e+00,2.087239027023315430e+00,-1.334706395864486694e-01,-4.598315358161926270e-01,4.355049878358840942e-02,6.660230755805969238e-01,2.638642787933349609e-01,-1.177650541067123413e-01,1.068124413490295410e+00,2.136384963989257812e+00
6.336746737360954285e-04,-1.812066510319709778e-02,1.068055629730224609e+00,-8.826209604740142822e-02,9.694831073284149170e-02,6.875106096267700195e-01,7.142408490180969238e-01,1.705246604979038239e-02,-3.255138918757438660e-02,9.893734008073806763e-03,-3.788020908832550049e-01,-3.292537480592727661e-02,6.589424610137939453e-01,2.266645133495330811e-01,1.942158937454223633e-01,1.049085855484008789e+00,2.098309993743896484e+00,-1.335306465625762939e-01,-4.664281904697418213e-01,4.451787471771240234e-02,6.686871647834777832e-01,2.683738768100738525e-01,-1.166857853531837463e-01,1.075467586517333984e+00,2.151070117950439453e+00
5.649976665154099464e-04,-1.814317144453525543e-02,1.068775415420532227e+00,-8.947182446718215942e-02,9.836824983358383179e-02,6.869005560874938965e-01,7.144831418991088867e-01,1.853425055742263794e-02,-3.367975354194641113e-02,1.519137714058160782e-02,-3.839429020881652832e-01,-3.478527441620826721e-02,6.608313918113708496e-01,2.287957817316055298e-01,1.909158080816268921e-01,1.054106235504150391e+00,2.108349800109863281e+00,-1.339527219533920288e-01,-4.707154333591461182e-01,4.441395029425621033e-02,6.709477901458740234e-01,2.713543772697448730e-01,-1.156786009669303894e-01,1.081777930259704590e+00,2.163689613342285156e+00
4.560113593470305204e-04,-1.809283904731273651e-02,1.069425821304321289e+00,-9.048196673393249512e-02,9.965298324823379517e-02,6.865429878234863281e-01,7.145215272903442383e-01,1.999377645552158356e-02,-3.511817753314971924e-02,1.991269923746585846e-02,-3.883625864982604980e-01,-3.673864156007766724e-02,6.625239253044128418e-01,2.297711074352264404e-01,1.872490048408508301e-01,1.058642387390136719e+00,2.117421150207519531e+00,-1.341935545206069946e-01,-4.751025438308715820e-01,4.464615881443023682e-02,6.729047298431396484e-01,2.732710540294647217e-01,-1.146241575479507446e-01,1.087300419807434082e+00,2.174733400344848633e+00
