-2.704691141843795776e-02,-1.726581528782844543e-02,9.740741848945617676e-01,-4.111669957637786865e-02,5.690114572644233704e-02,6.842458844184875488e-01,7.258645296096801758e-01,1.208878494799137115e-02,1.032388396561145782e-02,3.863272815942764282e-02,-2.580913007259368896e-01,-4.843622446060180664e-02,6.263746619224548340e-01,1.385077685117721558e-01,8.863213658332824707e-02,9.607164859771728516e-01,1.921634674072265625e+00,-9.508165717124938965e-02,-2.914250791072845459e-01,2.080238424241542816e-02,6.272872090339660645e-01,1.670564115047454834e-01,-5.510891973972320557e-02,9.628205895423889160e-01,1.925824999809265137e+00
-2.691367827355861664e-02,-1.734347268939018250e-02,9.927123188972473145e-01,-4.411650821566581726e-02,5.958383902907371521e-02,6.841707825660705566e-01,7.255437970161437988e-01,1.010416075587272644e-02,1.087451726198196411e-02,3.381848335266113281e-02,-2.608635425567626953e-01,-3.983860835433006287e-02,6.814606785774230957e-01,8.846121281385421753e-02,9.502521902322769165e-02,1.101921796798706055e+00,2.204012393951416016e+00,-8.754014968872070312e-02,-2.923619449138641357e-01,1.404770184308290482e-02,6.825135350227355957e-01,1.061762273311614990e-01,-5.973503366112709045e-02,1.105060100555419922e+00,2.210284948348999023e+00
-2.650921978056430817e-02,-1.733512245118618011e-02,1.003420591354370117e+00,-4.281051829457283020e-02,5.838562920689582825e-02,6.839944720268249512e-01,7.258856296539306641e-01,9.353522211313247681e-03,1.069268211722373962e-02,2.753930538892745972e-02,-2.531382441520690918e-01,-3.455958887934684753e-02,7.129510641098022461e-01,6.931643933057785034e-02,1.035051271319389343e-01,1.209269642829895020e+00,2.418677806854248047e+00,-8.037764579057693481e-02,-2.841245234012603760e-01,8.975562639534473419e-03,7.130260467529296875e-01,8.171460777521133423e-02,-6.568000465631484985e-02,1.210263967514038086e+00,2.420663118362426758e+00
-2.623473666608333588e-02,-1.696379296481609344e-02,1.004067182540893555e+00,-4.164522513747215271e-02,5.745942518115043640e-02,6.838703751564025879e-01,7.261441946029663086e-01,9.803276509046554565e-03,1.028554514050483704e-02,2.485132403671741486e-02,-2.489608377218246460e-01,-3.341975435614585876e-02,7.141587734222412109e-01,6.563740968704223633e-02,1.092699021100997925e-01,1.221612691879272461e+00,2.443345308303833008e+00,-7.638081908226013184e-02,-2.798702418804168701e-01,6.987731903791427612e-03,7.141615748405456543e-01,7.708784937858581543e-02,-6.903945654630661011e-02,1.221632480621337891e+00,2.443387985229492188e+00
-2.589347772300243378e-02,-1.674281246960163116e-02,1.004180550575256348e+00,-4.149298369884490967e-02,5.775526165962219238e-02,6.837193369865417480e-01,7.262716889381408691e-01,1.088096480816602707e-02,9.912707842886447906e-03,2.480866946280002594e-02,-2.489038705825805664e-01,-3.381375968456268311e-02,7.141659855842590332e-01,6.584700196981430054e-02,1.124315187335014343e-01,1.221660614013671875e+00,2.443450212478637695e+00,-7.466865330934524536e-02,-2.798871695995330811e-01,6.259772460907697678e-03,7.141659855842590332e-01,7.768501341342926025e-02,-7.009744644165039062e-02,1.221660614013671875e+00,2.443450450897216797e+00
-2.558597922325134277e-02,-1.675886288285255432e-02,1.004271864891052246e+00,-4.105082526803016663e-02,5.754463374614715576e-02,6.836195588111877441e-01,7.264074087142944336e-01,1.187885459512472153e-02,9.407917037606239319e-03,2.516808547079563141e-02,-2.477513849735260010e-01,-3.400968015193939209e-02,7.141659855842590332e-01,6.543759256601333618e-02,1.141603514552116394e-01,1.221660614013671875e+00,2.443450450897216797e+00,-7.354893535375595093e-02,-2.787938117980957031e-01,5.830899812281131744e-03,7.141659855842590332e-01,7.729070633649826050e-02,-7.051699608564376831e-02,1.221660614013671875e+00,2.443450450897216797e+00
-2.536964416503906250e-02,-1.680683344602584839e-02,1.004304766654968262e+00,-4.078721255064010620e-02,5.741943791508674622e-02,6.835085749626159668e-01,7.265366315841674805e-01,1.281974557787179947e-02,9.052620269358158112e-03,2.572048641741275787e-02,-2.470871657133102417e-01,-3.416207060217857361e-02,7.141659855842590332e-01,6.519424915313720703e-02,1.149068176746368408e-01,1.221660614013671875e+00,2.443450450897216797e+00,-7.285369932651519775e-02,-2.781865298748016357e-01,5.566181149333715439e-03,7.141659855842590332e-01,7.684869319200515747e-02,-7.093200832605361938e-02,1.221660614013671875e+00,2.443450450897216797e+00
-2.520391717553138733e-02,-1.678624935448169708e-02,1.004292607307434082e+00,-4.076312109827995300e-02,5.751319602131843567e-02,6.833964586257934570e-01,7.266359925270080566e-01,1.367464102804660797e-02,8.649833500385284424e-03,2.617742121219635010e-02,-2.471981942653656006e-01,-3.427792713046073914e-02,7.141659855842590332e-01,6.488309055566787720e-02,1.147199124097824097e-01,1.221660614013671875e+00,2.443450450897216797e+00,-7.233093678951263428e-02,-2.782347500324249268e-01,5.410238169133663177e-03,7.141659855842590332e-01,7.699105143547058105e-02,-7.117033004760742188e-02,1.221660614013671875e+00,2.443450450897216797e+00
-2.512065880000591278e-02,-1.685771904885768890e-02,1.004252076148986816e+00,-4.090727493166923523e-02,5.779358372092247009e-02,6.832816004753112793e-01,7.267136573791503906e-01,1.446351408958435059e-02,8.266604505479335785e-03,2.629900164902210236e-02,-2.480203360319137573e-01,-3.446091711521148682e-02,7.141659855842590332e-01,6.476491689682006836e-02,1.143191084265708923e-01,1.221660614013671875e+00,2.443450450897216797e+00,-7.200210541486740112e-02,-2.790041267871856689e-01,5.288547836244106293e-03,7.141659855842590332e-01,7.750847935676574707e-02,-7.131048291921615601e-02,1.221660614013671875e+00,2.443450450897216797e+00
-2.512362785637378693e-02,-1.698296703398227692e-02,1.004235625267028809e+00,-4.126983135938644409e-02,5.831425264477729797e-02,6.832584142684936523e-01,7.266733646392822266e-01,1.512127369642257690e-02,7.659887429326772690e-03,2.604682557284832001e-02,-2.496658563613891602e-01,-3.469887003302574158e-02,7.141659855842590332e-01,6.496374309062957764e-02,1.137363761663436890e-01,1.221660614013671875e+00,2.443450450897216797e+00,-7.198484987020492554e-02,-2.806271016597747803e-01,5.233398173004388809e-03,7.141659855842590332e-01,7.797513157129287720e-02,-7.153856009244918823e-02,1.221660614013671875e+00,2.443450450897216797e+00
