-2.028167724609375000e+00,-6.348695158958435059e-01,1.869172900915145874e-01,5.477735400199890137e-01,4.846996068954467773e-01,-5.213545560836791992e-01,4.395450353622436523e-01,2.937341667711734772e-02,7.156120240688323975e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.384749561548233032e-01,8.404819369316101074e-01,-4.269022122025489807e-02,-3.036355674266815186e-01,1.072791591286659241e-01,2.525459825992584229e-01,-2.124070376157760620e-01,0.000000000000000000e+00,-3.842850774526596069e-02,-7.577469944953918457e-01,-6.955302506685256958e-02,-1.501151174306869507e-01,-1.324971020221710205e-01,-2.565487027168273926e-01,-1.078365072607994080e-01,7.985024452209472656e-01,7.285982370376586914e-02,-4.539598524570465088e-01,3.903749287128448486e-01,3.075553178787231445e-01,3.671294450759887695e-02,-6.523143053054809570e-01,-2.121395431458950043e-03,-3.082499504089355469e-01,2.931759655475616455e-01,2.982083261013031006e-01,2.107449471950531006e-01
-2.026898622512817383e+00,-5.951902866363525391e-01,1.820861101150512695e-01,5.454318523406982422e-01,4.798450171947479248e-01,-5.231130719184875488e-01,4.456518292427062988e-01,2.380864694714546204e-02,8.663037419319152832e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.882645957171916962e-03,1.692698836326599121e+00,5.547615885734558105e-01,-4.736495614051818848e-01,1.093412756919860840e+00,5.417974591255187988e-01,-8.994567394256591797e-02,0.000000000000000000e+00,-4.967599734663963318e-02,-1.692440271377563477e+00,-7.159303426742553711e-01,-4.621197283267974854e-01,-8.712996840476989746e-01,-4.080819785594940186e-01,-4.864796623587608337e-02,8.008723855018615723e-01,9.405674040317535400e-02,-6.364425420761108398e-01,7.528046369552612305e-01,1.432658582925796509e-01,9.221371263265609741e-03,-6.428582072257995605e-01,-2.184722945094108582e-02,-4.992203116416931152e-01,7.557626366615295410e-01,3.668914735317230225e-02,2.053079903125762939e-01
-2.027904510498046875e+00,-5.917044281959533691e-01,1.807278245687484741e-01,5.452054142951965332e-01,4.787109494209289551e-01,-5.220691561698913574e-01,4.483644068241119385e-01,2.125343866646289825e-02,9.024529159069061279e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.403599046170711517e-03,1.689556241035461426e+00,6.129066348075866699e-01,-4.668099880218505859e-01,1.117652535438537598e+00,5.407938957214355469e-01,-1.144644394516944885e-01,0.000000000000000000e+00,-5.475972592830657959e-02,-1.694982409477233887e+00,-7.574496865272521973e-01,-4.523912668228149414e-01,-8.890783190727233887e-01,-4.013580381870269775e-01,-5.020844563841819763e-02,8.343456387519836426e-01,8.118580281734466553e-02,-6.567926406860351562e-01,7.639530301094055176e-01,1.935258358716964722e-01,-2.065989002585411072e-02,-6.535183191299438477e-01,-1.896254904568195343e-02,-5.064433217048645020e-01,7.851215004920959473e-01,2.791933156549930573e-02,2.089815288782119751e-01
-2.029392004013061523e+00,-5.927761197090148926e-01,1.797356903553009033e-01,5.449841618537902832e-01,4.781298041343688965e-01,-5.210227966308593750e-01,4.504657983779907227e-01,1.994615234434604645e-02,9.260857850313186646e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.345661965198814869e-04,1.692075610160827637e+00,6.205328702926635742e-01,-4.720409512519836426e-01,1.112092852592468262e+00,5.455260276794433594e-01,-1.144471466541290283e-01,0.000000000000000000e+00,-5.636314302682876587e-02,-1.692316770553588867e+00,-7.491558194160461426e-01,-4.479275643825531006e-01,-8.980891704559326172e-01,-4.001094400882720947e-01,-5.159760639071464539e-02,8.877844214439392090e-01,5.675247311592102051e-02,-6.542147397994995117e-01,7.518960237503051758e-01,1.991223543882369995e-01,-2.926977723836898804e-02,-6.651137471199035645e-01,-1.411098334938287735e-02,-4.997628331184387207e-01,7.807515263557434082e-01,4.254196956753730774e-02,2.259322553873062134e-01
-2.030163526535034180e+00,-5.931211709976196289e-01,1.795887351036071777e-01,5.452337861061096191e-01,4.782896041870117188e-01,-5.196714997291564941e-01,4.515536725521087646e-01,1.967707090079784393e-02,9.179303050041198730e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.041913489345461130e-04,1.691982507705688477e+00,6.242904663085937500e-01,-4.777406752109527588e-01,1.105633735656738281e+00,5.498788952827453613e-01,-1.134357303380966187e-01,0.000000000000000000e+00,-5.765274167060852051e-02,-1.691268801689147949e+00,-7.485381960868835449e-01,-4.439393877983093262e-01,-8.992761969566345215e-01,-3.990566432476043701e-01,-5.206948891282081604e-02,9.271288514137268066e-01,3.491063788533210754e-02,-6.502882242202758789e-01,7.508376240730285645e-01,1.662949025630950928e-01,-2.007226832211017609e-02,-6.741465330123901367e-01,-8.264132775366306305e-03,-4.994367659091949463e-01,7.836014032363891602e-01,4.629829898476600647e-02,2.326378077268600464e-01
-2.030844688415527344e+00,-5.935224890708923340e-01,1.797363311052322388e-01,5.458759069442749023e-01,4.784819483757019043e-01,-5.183541774749755859e-01,4.520878791809082031e-01,1.932528801262378693e-02,9.036898612976074219e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.468280494213104248e-03,1.690997719764709473e+00,6.290456652641296387e-01,-4.807527959346771240e-01,1.099485158920288086e+00,5.526291728019714355e-01,-1.128017380833625793e-01,0.000000000000000000e+00,-5.856658890843391418e-02,-1.691662073135375977e+00,-7.472494244575500488e-01,-4.401884973049163818e-01,-9.022061824798583984e-01,-3.992630243301391602e-01,-5.307392030954360962e-02,9.643662571907043457e-01,1.215009484440088272e-02,-6.449072360992431641e-01,7.448224425315856934e-01,1.403094381093978882e-01,-1.830709539353847504e-02,-6.776623725891113281e-01,-4.618086386471986771e-03,-5.004521012306213379e-01,7.866455912590026855e-01,4.315285757184028625e-02,2.294095009565353394e-01
-2.031756639480590820e+00,-5.947979688644409180e-01,1.794389635324478149e-01,5.462619662284851074e-01,4.782642722129821777e-01,-5.175479054450988770e-01,4.527750909328460693e-01,1.844728738069534302e-02,9.113378077745437622e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.159603267908096313e-03,1.690508246421813965e+00,6.356072425842285156e-01,-4.813551902770996094e-01,1.095078110694885254e+00,5.540370345115661621e-01,-1.124896928668022156e-01,0.000000000000000000e+00,-5.946112424135208130e-02,-1.690878510475158691e+00,-7.495560646057128906e-01,-4.376974701881408691e-01,-9.024672508239746094e-01,-3.995853066444396973e-01,-5.349511280655860901e-02,9.970085620880126953e-01,-7.499112281948328018e-03,-6.365813016891479492e-01,7.313989996910095215e-01,1.376010328531265259e-01,-1.077609974890947342e-02,-6.765215992927551270e-01,-4.673528019338846207e-03,-4.965253472328186035e-01,7.814036011695861816e-01,4.508631676435470581e-02,2.301023155450820923e-01
-2.032498121261596680e+00,-5.957725644111633301e-01,1.791258752346038818e-01,5.464448928833007812e-01,4.779394567012786865e-01,-5.170691609382629395e-01,4.534438550472259521e-01,1.699583232402801514e-02,9.198640286922454834e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.062845535576343536e-03,1.689858436584472656e+00,6.405752301216125488e-01,-4.802505373954772949e-01,1.090542435646057129e+00,5.537778735160827637e-01,-1.117843985557556152e-01,0.000000000000000000e+00,-5.900492519140243530e-02,-1.690207481384277344e+00,-7.515639662742614746e-01,-4.358603358268737793e-01,-8.999891877174377441e-01,-3.997656702995300293e-01,-5.325436592102050781e-02,1.031198859214782715e+00,-2.700561843812465668e-02,-6.300054192543029785e-01,7.206493616104125977e-01,1.436118334531784058e-01,3.851670073345303535e-03,-6.725608110427856445e-01,-6.504797842353582382e-03,-4.928084015846252441e-01,7.770299911499023438e-01,4.621087014675140381e-02,2.322440594434738159e-01
-2.033024787902832031e+00,-5.961210131645202637e-01,1.788409352302551270e-01,5.464966893196105957e-01,4.776020050048828125e-01,-5.166783332824707031e-01,4.541818797588348389e-01,1.572593674063682556e-02,9.255623817443847656e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.880249664187431335e-03,1.690618157386779785e+00,6.427794098854064941e-01,-4.796113967895507812e-01,1.088643789291381836e+00,5.540125370025634766e-01,-1.113357245922088623e-01,0.000000000000000000e+00,-5.878901854157447815e-02,-1.689976334571838379e+00,-7.492209672927856445e-01,-4.342065453529357910e-01,-9.021769762039184570e-01,-3.997457325458526611e-01,-5.419208109378814697e-02,1.053375720977783203e+00,-3.956875205039978027e-02,-6.248365044593811035e-01,7.124710679054260254e-01,1.465381830930709839e-01,1.646412722766399384e-02,-6.652391552925109863e-01,-9.786514565348625183e-03,-4.904969334602355957e-01,7.755666971206665039e-01,4.677214473485946655e-02,2.371404170989990234e-01
-2.033374071121215820e+00,-5.959684848785400391e-01,1.785425990819931030e-01,5.464860796928405762e-01,4.772230386734008789e-01,-5.163602828979492188e-01,4.549540579319000244e-01,1.477892231196165085e-02,9.293443709611892700e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.839981768280267715e-03,1.691992640495300293e+00,6.438293457031250000e-01,-4.802621006965637207e-01,1.087232351303100586e+00,5.550938248634338379e-01,-1.105201989412307739e-01,0.000000000000000000e+00,-5.918315798044204712e-02,-1.689123749732971191e+00,-7.453171610832214355e-01,-4.344048500061035156e-01,-9.056670069694519043e-01,-4.000234007835388184e-01,-5.536139011383056641e-02,1.065351963043212891e+00,-4.653804004192352295e-02,-6.221823692321777344e-01,7.090938687324523926e-01,1.461716592311859131e-01,2.939090691506862640e-02,-6.561978459358215332e-01,-1.422420144081115723e-02,-4.890011847019195557e-01,7.758755683898925781e-01,4.708713665604591370e-02,2.449415177106857300e-01
