1.644934341311454773e-02,1.731336675584316254e-02,9.998605251312255859e-01,-2.899095229804515839e-02,-3.254095790907740593e-03,5.854339003562927246e-01,8.101950883865356445e-01,2.562722265720367432e-01,-2.389439493417739868e-01,8.129316568374633789e-01,1.514173299074172974e-01,9.477616548538208008e-01,2.883948385715484619e-01,0.000000000000000000e+00,-8.367522060871124268e-02,7.309842705726623535e-01,3.303360939025878906e-02,-6.068639159202575684e-01,-9.503997564315795898e-01,4.758109748363494873e-01,-1.618976145982742310e-01,7.971490174531936646e-02,4.806446135044097900e-01,2.424315549433231354e-02,1.527920216321945190e-01,6.816510558128356934e-01,1.364134550094604492e+00,1.306476742029190063e-01,-2.327192127704620361e-01,-6.921786069869995117e-02,4.973106384277343750e-01,3.611266240477561951e-02,-1.184836030006408691e-01,7.099952697753906250e-01,1.420774221420288086e+00
1.665327884256839752e-02,5.461320281028747559e-03,1.070940971374511719e+00,-2.330743521451950073e-02,-1.107838377356529236e-02,6.096304059028625488e-01,7.922655940055847168e-01,3.490655720233917236e-01,-1.874708235263824463e-01,8.399528861045837402e-01,1.598959416151046753e-01,1.323351979255676270e+00,4.085633158683776855e-01,0.000000000000000000e+00,-1.641129516065120697e-02,9.548018574714660645e-01,-7.523934543132781982e-02,-7.924605011940002441e-01,-1.567237496376037598e+00,4.289788305759429932e-01,-1.570025533437728882e-01,1.185054183006286621e-01,7.045435905456542969e-01,9.630169719457626343e-02,2.109866589307785034e-01,1.184351563453674316e+00,2.368896245956420898e+00,7.077022641897201538e-02,-2.010374814271926880e-01,-8.676265180110931396e-02,7.139044404029846191e-01,7.581318914890289307e-02,-2.164185792207717896e-01,1.219373941421508789e+00,2.438915491104125977e+00
1.767651923000812531e-02,5.514495540410280228e-03,1.072309017181396484e+00,-2.354502677917480469e-02,-5.090222693979740143e-03,6.233790516853332520e-01,7.815486192703247070e-01,3.490659892559051514e-01,-7.595508545637130737e-02,7.275555729866027832e-01,2.745138406753540039e-01,1.601400613784790039e+00,4.763207137584686279e-01,0.000000000000000000e+00,2.508494630455970764e-02,9.805251359939575195e-01,-1.710339635610580444e-01,-8.524693846702575684e-01,-1.570000052452087402e+00,3.715475499629974365e-01,-1.617336571216583252e-01,1.136985346674919128e-01,7.141659855842590332e-01,1.087106913328170776e-01,2.360247969627380371e-01,1.221660614013671875e+00,2.443450450897216797e+00,3.928868472576141357e-02,-2.068128138780593872e-01,-9.450184553861618042e-02,7.141659855842590332e-01,7.574284076690673828e-02,-2.411646693944931030e-01,1.221660614013671875e+00,2.443450450897216797e+00
1.761181280016899109e-02,5.452328361570835114e-03,1.071966171264648438e+00,-1.922432146966457367e-02,1.419233065098524094e-02,6.319774389266967773e-01,7.746183276176452637e-01,3.456161916255950928e-01,4.093699157238006592e-02,5.808737874031066895e-01,4.188927412033081055e-01,1.795525908470153809e+00,4.991197884082794189e-01,0.000000000000000000e+00,3.214611113071441650e-02,9.274341464042663574e-01,-1.494148671627044678e-01,-9.050371646881103516e-01,-1.570000052452087402e+00,3.419662117958068848e-01,-1.754016578197479248e-01,7.126461714506149292e-02,7.141659855842590332e-01,1.123438552021980286e-01,2.439003437757492065e-01,1.221660614013671875e+00,2.443450450897216797e+00,1.870774663984775543e-02,-2.340713441371917725e-01,-1.308148950338363647e-01,7.141659855842590332e-01,7.679568976163864136e-02,-2.450990080833435059e-01,1.221660614013671875e+00,2.443450450897216797e+00
1.623943448066711426e-02,5.453660618513822556e-03,1.071540951728820801e+00,-1.991531811654567719e-02,2.712348103523254395e-02,6.396676898002624512e-01,7.679146528244018555e-01,2.932488322257995605e-01,1.461420953273773193e-01,4.488873481750488281e-01,5.607399940490722656e-01,1.941577076911926270e+00,5.046145915985107422e-01,0.000000000000000000e+00,1.762210205197334290e-02,8.090331554412841797e-01,-7.220151275396347046e-02,-9.706248641014099121e-01,-1.570000052452087402e+00,3.209973275661468506e-01,-1.937645375728607178e-01,4.462296143174171448e-02,7.141659855842590332e-01,1.167648658156394958e-01,2.434679865837097168e-01,1.221660614013671875e+00,2.443450450897216797e+00,1.754189725033938885e-03,-2.574691474437713623e-01,-1.507795155048370361e-01,7.141659855842590332e-01,7.853399962186813354e-02,-2.487873136997222900e-01,1.221660614013671875e+00,2.443450450897216797e+00
1.510011404752731323e-02,5.486953537911176682e-03,1.071372628211975098e+00,-2.304898016154766083e-02,3.405528888106346130e-02,6.413475871086120605e-01,7.661476731300354004e-01,2.503132522106170654e-01,2.211088538169860840e-01,3.663725256919860840e-01,6.483743786811828613e-01,2.021223783493041992e+00,5.190837383270263672e-01,0.000000000000000000e+00,2.353398874402046204e-02,6.870465278625488281e-01,2.954188967123627663e-03,-1.021807074546813965e+00,-1.570000052452087402e+00,3.126021027565002441e-01,-2.084519267082214355e-01,3.401118889451026917e-02,7.141659855842590332e-01,1.191825121641159058e-01,2.450191229581832886e-01,1.221660614013671875e+00,2.443450450897216797e+00,-4.234437830746173859e-03,-2.753795981407165527e-01,-1.562940627336502075e-01,7.141659855842590332e-01,7.901121675968170166e-02,-2.494916021823883057e-01,1.221660614013671875e+00,2.443450450897216797e+00
1.395186223089694977e-02,5.523117259144783020e-03,1.071330785751342773e+00,-2.589919418096542358e-02,3.819463774561882019e-02,6.423383951187133789e-01,7.650305628776550293e-01,2.170131653547286987e-01,2.860991954803466797e-01,3.078934252262115479e-01,7.105051279067993164e-01,2.075609445571899414e+00,5.318913459777832031e-01,0.000000000000000000e+00,4.031033068895339966e-02,5.629066824913024902e-01,8.477060496807098389e-02,-1.060202598571777344e+00,-1.570000052452087402e+00,3.057815134525299072e-01,-2.190836519002914429e-01,2.892256341874599457e-02,7.141659855842590332e-01,1.224506124854087830e-01,2.463222593069076538e-01,1.221660614013671875e+00,2.443450450897216797e+00,-1.028363499790430069e-02,-2.881045043468475342e-01,-1.575571298599243164e-01,7.141659855842590332e-01,7.954986393451690674e-02,-2.494904696941375732e-01,1.221660614013671875e+00,2.443450450897216797e+00
1.278221327811479568e-02,5.632327403873205185e-03,1.071411252021789551e+00,-2.827164717018604279e-02,4.077809303998947144e-02,6.424720287322998047e-01,7.647009491920471191e-01,1.935902237892150879e-01,3.406216502189636230e-01,2.678272128105163574e-01,7.519857287406921387e-01,2.110512495040893555e+00,5.422855615615844727e-01,0.000000000000000000e+00,6.991767883300781250e-02,4.456020593643188477e-01,1.596989333629608154e-01,-1.077557682991027832e+00,-1.570000052452087402e+00,2.997126281261444092e-01,-2.265212386846542358e-01,2.666949480772018433e-02,7.141659855842590332e-01,1.246051937341690063e-01,2.471430599689483643e-01,1.221660614013671875e+00,2.443450450897216797e+00,-1.575637422502040863e-02,-2.977229356765747070e-01,-1.568676978349685669e-01,7.141659855842590332e-01,8.017047494649887085e-02,-2.488747537136077881e-01,1.221660614013671875e+00,2.443450450897216797e+00
1.150446571409702301e-02,5.794107913970947266e-03,1.071700930595397949e+00,-2.992223761975765228e-02,4.176590591669082642e-02,6.435921192169189453e-01,7.636421918869018555e-01,1.760163456201553345e-01,3.925537168979644775e-01,2.384350001811981201e-01,7.818849682807922363e-01,2.129253387451171875e+00,5.469851493835449219e-01,0.000000000000000000e+00,1.090280935168266296e-01,3.311970531940460205e-01,2.317503988742828369e-01,-1.070341348648071289e+00,-1.570000052452087402e+00,2.934664487838745117e-01,-2.309214323759078979e-01,2.624838054180145264e-02,7.141659855842590332e-01,1.266222298145294189e-01,2.470394074916839600e-01,1.221660614013671875e+00,2.443450450897216797e+00,-2.236172929406166077e-02,-3.024768233299255371e-01,-1.552494317293167114e-01,7.141659855842590332e-01,8.198159933090209961e-02,-2.478960752487182617e-01,1.221660614013671875e+00,2.443450450897216797e+00
1.019720360636711121e-02,5.914144217967987061e-03,1.072086930274963379e+00,-3.140500932931900024e-02,4.293328151106834412e-02,6.436252593994140625e-01,7.634900212287902832e-01,1.653254777193069458e-01,4.286153912544250488e-01,2.169386446475982666e-01,8.000759482383728027e-01,2.140727996826171875e+00,5.505543947219848633e-01,0.000000000000000000e+00,1.566672027111053467e-01,2.342378497123718262e-01,2.853865921497344971e-01,-1.042379498481750488e+00,-1.570000052452087402e+00,2.858625650405883789e-01,-2.347701489925384521e-01,2.595102041959762573e-02,7.141659855842590332e-01,1.275261491537094116e-01,2.464823424816131592e-01,1.221660614013671875e+00,2.443450450897216797e+00,-2.857838571071624756e-02,-3.082481920719146729e-01,-1.537143439054489136e-01,7.141659855842590332e-01,8.248841762542724609e-02,-2.478919625282287598e-01,1.221660614013671875e+00,2.443450450897216797e+00
8.845860138535499573e-03,6.051213014870882034e-03,1.072498202323913574e+00,-3.230198845267295837e-02,4.220927506685256958e-02,6.464700102806091309e-01,7.610857486724853516e-01,1.569106578826904297e-01,4.716924428939819336e-01,2.005496770143508911e-01,8.142641186714172363e-01,2.136245727539062500e+00,5.485607385635375977e-01,0.000000000000000000e+00,2.106480300426483154e-01,1.376471817493438721e-01,3.407292068004608154e-01,-9.841147661209106445e-01,-1.570000052452087402e+00,2.798023819923400879e-01,-2.361231148242950439e-01,2.726497501134872437e-02,7.141659855842590332e-01,1.296574622392654419e-01,2.455145567655563354e-01,1.221660614013671875e+00,2.443450450897216797e+00,-3.571375459432601929e-02,-3.072324693202972412e-01,-1.516819298267364502e-01,7.141659855842590332e-01,8.470613509416580200e-02,-2.474411576986312866e-01,1.221660614013671875e+00,2.443450450897216797e+00
7.688456214964389801e-03,6.129868328571319580e-03,1.072782158851623535e+00,-3.390422463417053223e-02,4.327872395515441895e-02,6.476584076881408691e-01,7.599447369575500488e-01,1.537915021181106567e-01,4.923329651355743408e-01,1.891361474990844727e-01,8.197887539863586426e-01,2.136736154556274414e+00,5.482107400894165039e-01,0.000000000000000000e+00,2.555950284004211426e-01,6.219340115785598755e-02,3.768459260463714600e-01,-9.260550141334533691e-01,-1.570000052452087402e+00,2.708837687969207764e-01,-2.406928390264511108e-01,2.732831984758377075e-02,7.141659855842590332e-01,1.308355778455734253e-01,2.446498721837997437e-01,1.221660614013671875e+00,2.443450450897216797e+00,-4.384400323033332825e-02,-3.124887943267822266e-01,-1.498613953590393066e-01,7.141659855842590332e-01,8.409218490123748779e-02,-2.482940852642059326e-01,1.221660614013671875e+00,2.443450450897216797e+00
6.798023357987403870e-03,6.325793918222188950e-03,1.073090076446533203e+00,-3.541851043701171875e-02,4.291550442576408386e-02,6.503457427024841309e-01,7.575976848602294922e-01,1.547156572341918945e-01,5.197862386703491211e-01,1.851322501897811890e-01,8.196793794631958008e-01,2.127859592437744141e+00,5.443910956382751465e-01,0.000000000000000000e+00,2.948537170886993408e-01,-9.760919958353042603e-03,4.142705202102661133e-01,-8.461266160011291504e-01,-1.570000052452087402e+00,2.651404142379760742e-01,-2.437454611063003540e-01,2.917960658669471741e-02,7.141659855842590332e-01,1.322358399629592896e-01,2.445009797811508179e-01,1.221660614013671875e+00,2.443450450897216797e+00,-5.142883956432342529e-02,-3.129921257495880127e-01,-1.467704325914382935e-01,7.141659855842590332e-01,8.534753322601318359e-02,-2.475524097681045532e-01,1.221660614013671875e+00,2.443450450897216797e+00
6.138829980045557022e-03,6.416795309633016586e-03,1.073358774185180664e+00,-3.733304515480995178e-02,4.339563846588134766e-02,6.520446538925170898e-01,7.560164332389831543e-01,1.598831117153167725e-01,5.365874171257019043e-01,1.870408505201339722e-01,8.138734698295593262e-01,2.121355772018432617e+00,5.410716533660888672e-01,0.000000000000000000e+00,3.202734887599945068e-01,-6.855171173810958862e-02,4.442194998264312744e-01,-7.633863687515258789e-01,-1.570000052452087402e+00,2.581661045551300049e-01,-2.483210414648056030e-01,3.072992525994777679e-02,7.141659855842590332e-01,1.331094354391098022e-01,2.443524152040481567e-01,1.221660614013671875e+00,2.443450450897216797e+00,-5.996438115835189819e-02,-3.167231380939483643e-01,-1.431399434804916382e-01,7.141659855842590332e-01,8.567319065332412720e-02,-2.472607344388961792e-01,1.221660614013671875e+00,2.443450450897216797e+00
5.757573060691356659e-03,6.540771573781967163e-03,1.073602914810180664e+00,-3.925980255007743835e-02,4.404163360595703125e-02,6.529634594917297363e-01,7.550878524780273438e-01,1.688505709171295166e-01,5.485863685607910156e-01,1.926287859678268433e-01,8.041173815727233887e-01,2.116282701492309570e+00,5.383873581886291504e-01,0.000000000000000000e+00,3.348250687122344971e-01,-1.178222894668579102e-01,4.694853723049163818e-01,-6.783204078674316406e-01,-1.570000052452087402e+00,2.526005208492279053e-01,-2.528572082519531250e-01,3.238392993807792664e-02,7.141659855842590332e-01,1.331588327884674072e-01,2.445190101861953735e-01,1.221660614013671875e+00,2.443450450897216797e+00,-6.684797257184982300e-02,-3.215425014495849609e-01,-1.383466422557830811e-01,7.141659855842590332e-01,8.599109947681427002e-02,-2.456688135862350464e-01,1.221660614013671875e+00,2.443450450897216797e+00
5.653372965753078461e-03,6.563966628164052963e-03,1.073776483535766602e+00,-4.126060754060745239e-02,4.466607049107551575e-02,6.532050371170043945e-01,7.547355294227600098e-01,1.794843673706054688e-01,5.567930340766906738e-01,2.009380906820297241e-01,7.924196124076843262e-01,2.111729383468627930e+00,5.358780622482299805e-01,0.000000000000000000e+00,3.402366042137145996e-01,-1.577666550874710083e-01,4.900161325931549072e-01,-5.925204753875732422e-01,-1.570000052452087402e+00,2.485678046941757202e-01,-2.574403584003448486e-01,3.450421988964080811e-02,7.141659855842590332e-01,1.328185349702835083e-01,2.449468672275543213e-01,1.221660614013671875e+00,2.443450450897216797e+00,-7.144315540790557861e-02,-3.259219825267791748e-01,-1.341875642538070679e-01,7.141659855842590332e-01,8.689187467098236084e-02,-2.443226277828216553e-01,1.221660614013671875e+00,2.443450450897216797e+00
